Step,LA-PS:CH8:SETI,LA-PS:CV8:SETI,UD-PS:CH3:SETI,UD-PS:CH4:SETI,UD-PS:CH5:SETI,UD-PS:CH6:SETI,UD-PS:CH7:SETI,UD-PS:CV3:SETI,UD-PS:CV4:SETI,UD-PS:CV5:SETI,UD-PS:CV6:SETI,UD-PS:CV7:SETI,LA-BI:SBPM1:POS_X,LA-BI:SBPM2:POS_X,LA-BI:SBPM3:POS_X,LA-BI:SBPM4:POS_X,LA-BI:SBPM5:POS_X,LA-BI:SBPM7:POS_X,LA-BI:SBPM1:POS_Y,LA-BI:SBPM2:POS_Y,LA-BI:SBPM3:POS_Y,LA-BI:SBPM4:POS_Y,LA-BI:SBPM5:POS_Y,LA-BI:SBPM7:POS_Y,LA-BI:SBPM1:POS_S,LA-BI:SBPM2:POS_S,LA-BI:SBPM3:POS_S,LA-BI:SBPM4:POS_S,LA-BI:SBPM5:POS_S,LA-BI:SBPM7:POS_S,UD-BI:CBPM1:POS_X,UD-BI:CBPM2:POS_X,UD-BI:CBPM3:POS_X,UD-BI:CBPM4:POS_X,UD-BI:CBPM1:POS_Y,UD-BI:CBPM2:POS_Y,UD-BI:CBPM3:POS_Y,UD-BI:CBPM4:POS_Y,UD-BI:CBPM1:CH4_MAXADC,UD-BI:CBPM2:CH4_MAXADC,UD-BI:CBPM3:CH4_MAXADC,UD-BI:CBPM4:CH4_MAXADC,UD-BI:CBPM6:POS_X,UD-BI:CBPM7:POS_X,UD-BI:CBPM8:POS_X,UD-BI:CBPM9:POS_X,UD-BI:CBPM10:POS_X,UD-BI:CBPM6:POS_Y,UD-BI:CBPM7:POS_Y,UD-BI:CBPM8:POS_Y,UD-BI:CBPM9:POS_Y,UD-BI:CBPM10:POS_Y,UD-BI:CBPM6:CH4_MAXADC,UD-BI:CBPM7:CH4_MAXADC,UD-BI:CBPM8:CH4_MAXADC,UD-BI:CBPM9:CH4_MAXADC,UD-BI:CBPM10:CH4_MAXADC,pd_energy,Reward
0.0,1.0042871690914037,0.7254407117329538,-1.1077977306209503,0.32514630135148764,1.4417995551461351,0.8694411648064853,-0.0026030391454696647,0.34378609192557635,0.6718205591291189,-0.44155455455183984,-0.46394942564889796,-0.4505427936464548,-2.2150087549909947,0.23177534876395925,0.9408865347169316,0.5368636297136545,1.9577000040933492,1.4021633508205416,-1.7015599114894866,1.3873187074363236,1.3841387450136244,0.39349492002278563,-1.0895863297172137,0.923186071783304,63173.6,101598.6,34838.2,80862.2,85679.2,75629.4,1.9159117250442452,1.3000926973342548,0.3263038902282715,1.1368404827117915,1.6542156610488488,2.289864733695965,1.225262119293213,0.22558342361450592,332.1,2299.5,165.6,2768.4,2.4678285644531304,0.7752482746124238,0.22963571548461914,0.08812090873718555,-0.002449117279072597,0.4226701995849602,0.4835781063079832,0.1322846031188965,-0.0008826420593261765,2.400343000602721,3020.4,2692.8,1113.3,989.1,944.1,3.198727243893105,0.15504272311913106
1.0,1.0009985284507277,0.7094122911989689,-1.125433212518692,0.3133443879708648,1.4400537168270966,0.8647523058205844,0.0018936628475785251,0.3429741923790425,0.6609186144173145,-0.43863266967237,-0.46142186309676625,-0.4541418748348952,-2.2114640089124444,0.2343975679390596,0.950605071622876,0.5616786901354789,1.978144791588187,1.4045897037386896,-1.7007797207012771,1.3883797194063667,1.3685265372432769,0.3900447140783071,-1.1095698622428127,0.920172385878861,62938.2,101910.8,34669.2,80294.8,85227.8,75152.6,1.9169052724838203,1.3000926973342548,0.3094245986938477,1.1375185604095452,1.6552706403731894,2.326348500251751,1.3218782253265382,0.2495411033630411,332.1,2299.5,165.6,2768.4,2.538731399154647,0.7722527896881133,0.23084403991699215,0.08532305717468557,0.025630013275140095,0.42037731018066615,0.4926181102752688,0.11682115173339842,0.005962324371337903,2.47050756893158,3020.4,2692.8,1113.3,989.1,944.1,2.9814750643892234,0.15084223793142054
2.0,0.9933391206525266,0.7175395819544792,-1.1206791423261169,0.3167648920137435,1.4242140097171068,0.868277961537242,-0.00043405042379163206,0.346275141146034,0.665918048992753,-0.4322822716087103,-0.4706801614165306,-0.4488261882588268,-2.2218839738965035,0.22178277100999821,0.896261917557565,0.43950468071550136,1.9114130402207372,1.2695552898347375,-1.7242076910808681,1.408677545003593,1.4102078900970518,0.40679075313359503,-1.0294226351268838,0.9258944786712527,62416.8,101515.4,34410.4,79935.2,84706.8,74712.8,1.9854714342117323,1.3000926973342548,0.35497407531738284,1.1187230720520014,1.679610959052999,2.3236537828445245,1.3275075340270996,0.27232446479797756,332.1,2299.5,165.6,2768.4,2.368879098510726,0.8153077579498282,0.17973037719726562,0.08203064918518362,-0.04681666984556045,0.32006055908203196,0.5857607662200929,0.11046781539916992,0.00853781387329101,2.487422745704653,3020.4,2692.8,1113.3,989.1,944.1,3.090101154141164,0.15166304374930362
3.0,0.9980838995054364,0.7182786879315972,-1.12200616709888,0.32521045876666904,1.4205379919707777,0.8670399283617736,-0.005215118639171124,0.3374341914057732,0.6768981512263417,-0.4302997466176749,-0.4513491318002344,-0.44832177650183447,-2.2138733403086657,0.23253384700794685,0.9342750419564523,0.5301588691920043,1.9897975728139283,1.3616231807395818,-1.7069605972319841,1.3901806869059803,1.3752515200115742,0.38783645153045654,-1.1256746536307287,0.9128272768333554,62873.4,101355.8,34700.4,80402.6,85173.6,75109.8,1.9494901037216135,1.3000926973342548,0.33910601806640633,1.0769048118591305,1.678073620796163,2.293936802864056,1.2367774772644045,0.2556970691680947,332.1,2299.5,165.6,2768.4,2.4675495044708198,0.7939864143371592,0.24171884536743163,0.06677550315857228,0.03525752410890672,0.3597226764678948,0.5703927349090574,0.12125652694702146,0.006555926055908198,2.4615833894729597,3020.4,2692.8,1113.3,989.1,944.1,2.9814750643892225,0.14203095060956886
4.0,1.002540134601295,0.7105281404405832,-1.1129611426964403,0.33034892071038485,1.43641390517354,0.8606346847116948,0.008995047770440578,0.3365113860089332,0.6625737571716308,-0.4282098066061735,-0.46133984896820046,-0.451962943226099,-2.2131096451282497,0.22982165127624735,0.933390804994849,0.525601512208581,1.9791621979251506,1.3372482821717857,-1.7038650779575106,1.3885774009153249,1.378280649695545,0.39305989290028814,-1.1113161346726368,0.9211180021092295,63340.8,101998.4,34913.0,80997.8,85822.8,75715.0,1.9646791994094817,1.3000926973342548,0.32741652488708495,1.0759901638031,1.6533203153609821,2.304028019905071,1.2614933795928955,0.2601939334869424,332.1,2299.5,165.6,2768.4,2.3984885204315236,0.8081636535644561,0.19185407638549803,0.06616192817688282,0.027695156860345006,0.34556271133422645,0.5952175174713137,0.12013027954101563,0.009272011260986333,2.426253760719299,3020.4,2692.8,1113.3,989.1,944.1,2.8728489746372814,0.019168769929483714
5.0,1.00358862221241,0.7166597913205623,-1.1200821161270142,0.3222121393121779,1.4198757806420326,0.8618243058770896,-0.00809331703931093,0.3489333187788725,0.6829146519862115,-0.43269620910286893,-0.4592010346613825,-0.45000164866447456,-2.222140252418816,0.22655608077724448,0.9081723175384081,0.469719912275672,1.9496776646748188,1.3055725587904454,-1.7166282788068057,1.406265861131251,1.4075037866570053,0.3997011196017265,-1.0694661330320188,0.9166500561833383,63171.8,101253.2,34856.2,80914.0,85161.4,75186.8,1.9752123743057262,1.3000926973342548,0.3472548694610596,1.0482433757781977,1.7021226186751914,2.342633248329144,1.3692579402923584,0.29821290588379307,332.1,2299.5,165.6,2768.4,2.4577447345733696,0.8129335781097403,0.20310379028320308,0.05423901557922654,0.015608912658698284,0.28974111938476216,0.5994423122406011,0.09508463287353515,0.01161150238037109,2.523720192527772,3020.4,2692.8,1113.3,3316.6,944.1,3.090101154141164,0.15038325497469873
6.0,1.003776964507997,0.7123734033852815,-1.12006933093071,0.3077620674669743,1.4370998330973088,0.8711977770179509,0.002595884725451469,0.34336192850954833,0.6719679073989391,-0.4382108792662621,-0.4635942590329797,-0.4410344204306603,-2.2345127329975365,0.21033679844816194,0.8664872041158356,0.39433885267376906,1.9255404962599278,1.233196165382862,-1.7379343213811516,1.4357404076680542,1.4600196944810448,0.42747934989631176,-1.0173357768170783,0.9121259788200259,63013.2,101733.6,34756.6,80808.2,85660.0,75597.6,1.9876753679275523,1.3000926973342548,0.3316512966156006,1.041737188339233,1.7831476278304645,2.351859959602337,1.357390781402588,0.23309806632996005,332.1,2299.5,165.6,2768.4,2.4237080268859597,0.8048434272766103,0.22626251220703125,0.054647111892703146,0.01219878921510813,0.42566393013000414,0.40480200614929174,0.11554397964477539,0.0007256207275390666,2.485192381477357,3020.4,2692.8,1113.3,989.1,944.1,2.8728489746372814,0.023477072272989327
7.0,1.0152463836222887,0.7297176618198864,-1.1173439625650643,0.3302494396269321,1.4404535522602964,0.8716199213266373,-0.007930215448141098,0.35477698609232905,0.6582428054511547,-0.42650741785764695,-0.4611378878261895,-0.4565004043187946,-2.208027493700385,0.23351305388291346,0.9404080320261397,0.5382646084129812,2.0021100482866165,1.3496504740715027,-1.7003799694105983,1.3826109220460059,1.3656348634175954,0.38138449736684565,-1.1430730524100612,0.9175853633657098,63057.6,101684.2,34762.4,80590.6,85442.8,75275.2,1.930829916954035,1.3000926973342548,0.30063140487670903,1.001022844314575,1.617699290275533,2.309256197929363,1.2724188270568846,0.2721123485565225,332.1,2299.5,165.6,2768.4,2.5264756752014,0.7954391773223848,0.2984738731384277,0.03984801292419728,0.12106517715454798,0.37128389778137416,0.5300416210174561,0.10429111862182619,0.006828695983886715,2.4929370172500627,3020.4,2692.8,1113.3,989.1,944.1,2.8728489746372814,0.02519628595616103
8.0,1.0037371858581898,0.7197526279091835,-1.1204998627305032,0.3271699335239828,1.4338129535876214,0.8600963262468577,0.006684074643999338,0.3460690711252392,0.6700310544669628,-0.4273576185107231,-0.4595737911085598,-0.4482741933688522,-2.214612741649151,0.23206358363856533,0.9382500253804007,0.5231815663948656,1.9546197306737305,1.3329740818813443,-1.704509718619287,1.3924043479934338,1.3809179394207893,0.3941706065833569,-1.0883936356343578,0.9176344147548079,63218.8,101506.0,34918.2,80980.8,85655.2,75581.2,1.941352832984921,1.3000926973342548,0.3200961856842041,1.088569723129272,1.663308215141256,2.3140154256820487,1.2886783103942874,0.28305528068542873,332.1,2299.5,165.6,2768.4,2.3930569869995066,0.8204580448150605,0.20819372177124024,0.06635401725769338,0.019074009323100372,0.30553629760742257,0.6255777767181396,0.10695977783203123,0.01551471923828126,2.489665369606019,3020.4,2692.8,1113.3,989.1,944.1,3.090101154141164,0.156469536389053
9.0,1.0070576125383377,0.7119127283990383,-1.1173511151224376,0.3241893473826349,1.4346898049674928,0.8703038582205773,-0.006713148206472397,0.3440475800633431,0.6679280964285135,-0.4361509958282113,-0.4630309406574816,-0.4493666589632631,-2.2283852961286903,0.22367589223762016,0.9038239463902986,0.4655099526792765,1.9482000721618533,1.2954814088940623,-1.7191148969605563,1.4146726890206343,1.4158382985256615,0.40908807612955567,-1.0626204501427956,0.9129836373254656,63105.4,101523.8,34802.0,80764.2,85574.2,75493.4,1.951307627296449,1.3000926973342548,0.3456113777160644,1.0073214340209957,1.715796488761861,2.3421640863418385,1.3517072734832762,0.25227305984497467,332.1,2299.5,165.6,2768.4,2.498441838836654,0.8154706378936758,0.2343461036682129,0.04087162971496876,0.015929629135125235,0.394718363952636,0.4452634075164794,0.1075777359008789,0.001728178710937495,2.508908063316345,3020.4,2692.8,1113.3,989.1,944.1,2.8728489746372814,0.024536514979556254
